代码,转债名称,现价,涨跌幅,正股名称,正股价,转股溢价率,债券评级,债底溢价率,到期时间,到期税前收益,剩余年限,剩余规模(亿元),双低,回售收益,回售触发价,基金持仓,强赎触发价,成交额(万元),换手率,操作,期权价值,正股PB,正股波动率,正股涨跌,纯债价值,资产负债率,转债占比,转股价,转股价值
127108,太能转债,122.894,-0.28%,太阳能R,4.64,48.58%,AA+,-,31-03-27,-0.87%,5.59年,29.500,171.47,增强,3.93,会员,7.29,15905.20,4.37%,,增强,0.77,会员,-0.22%,会员,会员,16.20%,5.61,82.71
123197,光力转债,130.756,0.91%,光力科技,18.58,48.84%,A+,-,29-05-08,-2.25%,3.70年,3.996,179.60,增强,14.81,会员,27.50,9564.52,18.31%,,增强,4.86,会员,3.34%,会员,会员,8.70%,21.15,87.85
123229,艾录转债,135.237,-0.15%,上海艾录R,9.06,50.01%,A+,-,29-10-23,-2.73%,4.16年,1.779,185.25,增强,7.04,会员,13.07,1617.28,6.70%,,增强,2.55,会员,0.11%,会员,会员,6.30%,10.05,90.15
123034,通光转债!,206.790,1.47%,通光线缆,10.83,50.46%,A+,-,25-11-04,-236.5%,0.20年,0.771,257.25,增强,5.52,会员,10.24,51944.64,321.92%,,增强,2.22,会员,7.76%,会员,会员,1.60%,7.88,137.44
111022,锡振转债,162.710,-1.08%,无锡振华,34.58,50.48%,AA-,-,31-06-17,-5.48%,5.81年,5.200,213.19,增强,22.39,会员,41.57,2924.15,3.43%,,增强,3.43,会员,-2.67%,会员,会员,7.00%,31.98,108.13
123216,科顺转债,125.200,0.00%,科顺股份R,5.57,51.04%,AA,-,29-08-04,-1.24%,3.94年,21.978,176.24,增强,4.70,会员,8.74,9783.27,3.53%,,增强,1.25,会员,1.27%,会员,会员,44.50%,6.72*,82.89
127083,山路转债,120.356,0.16%,山东路桥R,6.08,51.24%,AAA,-,29-03-24,-2.05%,3.58年,48.359,171.60,增强,5.35,会员,9.93,6610.72,1.13%,,增强,0.39,会员,0.66%,会员,会员,54.90%,7.64,79.58
113680,丽岛转债,130.871,0.87%,丽岛新材,11.12,51.95%,A+,-,29-11-15,-1.94%,4.23年,2.999,182.82,增强,9.04,会员,16.78,6976.29,17.80%,,增强,1.47,会员,0.63%,会员,会员,12.90%,12.91,86.13
128097,奥佳转债,114.214,-0.12%,奥佳华,7.02,52.12%,A+,-,26-02-25,-7.32%,0.50年,4.583,166.33,增强,6.55,会员,12.16,2238.58,4.27%,,增强,0.98,会员,-0.43%,会员,会员,14.80%,9.35,75.08
127042,嘉美转债,121.675,-0.04%,嘉美包装,3.65,52.34%,AA,-,27-08-09,-3.39%,1.96年,7.498,174.02,增强,3.20,会员,5.94,4316.23,4.70%,,增强,1.44,会员,0.00%,会员,会员,21.60%,4.57,79.87
123195,蓝晓转02,133.826,-0.27%,蓝晓科技R,52.40,52.42%,A+,-,29-04-17,-2.92%,3.65年,5.460,186.25,增强,41.78,会员,77.58,1844.04,2.52%,,增强,6.55,会员,-1.98%,会员,会员,3.40%,59.68,87.80
118024,冠宇转债,125.815,0.25%,珠海冠宇R,18.87,52.61%,AA,-,28-10-24,-2.51%,3.17年,30.889,178.43,增强,16.02,会员,27.47120%,29016.38,7.41%,,增强,2.89,会员,2.95%,会员,会员,14.50%,22.89,82.44
123250,嘉益转债,128.619,0.12%,嘉益股份R,67.90,52.95%,A+,-,30-11-07,-1.52%,5.21年,3.955,181.57,增强,56.53,会员,104.98,3030.28,5.95%,,增强,4.63,会员,-2.37%,会员,会员,4.30%,80.75,84.09
113673,岱美转债,126.500,-0.01%,岱美股份R,6.09,53.09%,AA,-,29-07-18,-2.17%,3.90年,9.079,179.59,增强,5.16,会员,9.58,2689.10,2.33%,,增强,2.62,会员,-0.65%,会员,会员,6.90%,7.37*,82.63
127088,赫达转债,125.200,-0.43%,山东赫达R,13.71,53.88%,AA-,-,29-07-03,-1.22%,3.86年,5.998,179.08,增强,11.80,会员,21.91,3441.60,4.57%,,增强,2.10,会员,-1.22%,会员,会员,13.70%,16.85,81.36
118027,宏图转债,120.205,5.18%,航天宏图R,31.98,53.89%,BBB+,-,28-11-28,-0.03%,3.26年,10.088,174.10,增强,28.66,会员,53.22,84874.18,70.32%,,增强,9.22,会员,20.00%,会员,会员,12.10%,40.94*,78.11
113665,汇通转债,128.210,-0.25%,汇通集团,6.72,53.97%,AA-,-,28-12-15,-2.15%,3.31年,3.596,182.18,增强,5.65,会员,10.49,4597.21,9.92%,,增强,2.82,会员,-0.74%,会员,会员,11.60%,8.07,83.27
113616,韦尔转债,130.687,-0.67%,豪威集团R,137.08,54.68%,AA+,-,26-12-28,-11.10%,1.34年,24.324,185.37,增强,113.57,会员,210.91,16062.39,5.02%,,增强,6.55,会员,0.18%,会员,会员,1.50%,162.24,84.49
113054,绿动转债,121.600,0.31%,绿色动力,7.19,54.75%,AA+,-,28-02-25,-3.18%,2.50年,23.598,176.35,增强,6.41,会员,11.90,6900.69,2.39%,,增强,1.21,会员,0.70%,会员,会员,33.20%,9.15,78.58
113048,晶科转债,129.477,-1.02%,晶科科技R,4.35,55.08%,AA,-,27-04-23,-7.56%,1.66年,22.958,184.56,增强,3.65,会员,6.77,27835.12,9.35%,,增强,1.00,会员,1.64%,会员,会员,14.80%,5.21*,83.49
123175,百畅转债,120.651,0.16%,百川畅银R,15.80,55.78%,A,-,29-02-22,-0.82%,3.50年,4.200,176.43,增强,14.28,会员,26.52,3056.77,6.01%,,增强,1.98,会员,0.25%,会员,会员,16.60%,20.40**,77.45
123039,开润转债,120.128,-0.12%,开润股份,22.45,56.83%,A+,-,25-12-26,-12.77%,0.34年,2.216,176.96,增强,20.52,会员,38.10,2565.58,9.61%,,增强,2.45,会员,0.13%,会员,会员,7.00%,29.31*,76.60
111000,起帆转债,130.599,0.21%,起帆电缆,16.26,57.03%,AA-,-,27-05-24,-6.16%,1.75年,9.992,187.63,增强,13.69,会员,25.42,5475.00,4.19%,,增强,1.43,会员,0.99%,会员,会员,14.90%,19.55,83.17
111010,立昂转债,123.972,-0.80%,立昂微R,26.45,57.44%,AA,-,28-11-14,-2.00%,3.23年,33.896,181.41,增强,23.51,会员,43.67,12950.33,3.06%,,增强,2.45,会员,0.15%,会员,会员,19.10%,33.59*,78.74
113644,艾迪转债,127.413,-0.23%,艾迪精密R,19.07,57.55%,AA-,-,28-04-15,-2.75%,2.64年,9.999,184.96,增强,16.51,会员,30.65,6041.73,4.71%,,增强,4.50,会员,0.79%,会员,会员,6.30%,23.58,80.87
123138,丝路转债,132.827,0.47%,丝路视觉,22.34,57.73%,A,-,28-03-02,-4.26%,2.52年,2.394,190.56,增强,18.57,会员,34.49,3687.93,11.57%,,增强,5.34,会员,1.04%,会员,会员,10.00%,26.53,84.21
123113,仙乐转债,124.497,0.03%,仙乐健康,25.15,57.81%,AA-,-,27-04-19,-4.75%,1.65年,10.248,182.31,增强,22.32,会员,41.44,3804.85,2.97%,,增强,2.97,会员,-0.91%,会员,会员,15.90%,31.88,78.89
111023,利柏转债,142.550,-0.63%,利柏特,10.95,58.04%,AA,-,31-07-02,-3.79%,5.86年,7.500,200.59,增强,8.50,会员,15.78,3150.79,2.93%,,增强,2.62,会员,-0.18%,会员,会员,15.30%,12.14,90.20
127038,国微转债,133.100,0.76%,紫光国微R,81.89,58.15%,AA+,-,27-06-10,-9.36%,1.79年,14.921,191.25,增强,68.11,会员,126.49,9511.80,4.78%,,增强,5.39,会员,-0.96%,会员,会员,2.10%,97.30,84.16
127060,湘佳转债,120.700,-0.08%,湘佳股份,16.08,58.61%,A+,-,28-04-19,-2.55%,2.65年,6.399,179.31,增强,14.79,会员,27.47,2341.86,3.02%,,增强,1.89,会员,-0.62%,会员,会员,30.60%,21.13,76.10
128125,华阳转债,130.065,-0.23%,华阳国际,14.76,58.96%,AA-,-,26-07-30,-14.17%,0.93年,4.497,189.03,增强,12.63,会员,23.45,1860.67,3.17%,,增强,1.85,会员,0.96%,会员,会员,20.10%,18.04*,81.82
113695,华辰转债,154.200,0.50%,江苏华辰,22.81,59.07%,A+,-,31-06-19,-4.43%,5.82年,4.600,213.27,增强,16.47,会员,30.59,2312.56,3.26%,,增强,3.39,会员,0.26%,会员,会员,12.60%,23.53,96.94
127034,绿茵转债,125.272,0.09%,绿茵生态,9.06,59.16%,AA-,-,27-04-30,-4.79%,1.68年,4.279,184.43,增强,8.06,会员,14.96,1863.95,3.46%,,增强,1.16,会员,-0.11%,会员,会员,24.30%,11.51,78.71
123142,申昊转债,125.801,0.49%,申昊科技,26.59,59.48%,A-,-,28-03-18,-3.78%,2.56年,5.495,185.28,增强,23.60,会员,43.82,2563.94,3.70%,,增强,4.93,会员,0.34%,会员,会员,18.70%,33.71,78.88
113625,江山转债,125.367,0.39%,江山欧派,15.58,59.64%,AA-,-,27-06-11,-2.21%,1.79年,5.825,185.01,增强,13.89,会员,25.79,5639.03,7.71%,,增强,2.10,会员,1.37%,会员,会员,21.10%,19.84*,78.53
110092,三房转债,106.394,0.82%,三房巷,1.99,61.47%,A+,-,29-01-06,2.20%,3.37年,24.990,167.86,增强,2.11,会员,3.93,13680.37,5.12%,,增强,1.38,会员,0.00%,会员,会员,32.20%,3.02,65.89
127017,万青转债,117.500,0.38%,万年青R,6.19,61.91%,AA+,-,26-06-03,-4.97%,0.77年,9.996,179.41,增强,5.97,会员,11.09,5405.20,4.59%,,增强,0.73,会员,0.81%,会员,会员,20.30%,8.53*,72.57
113659,莱克转债,124.467,-0.30%,莱克电气R,24.38,61.94%,AA,-,28-10-14,-2.74%,3.14年,11.999,186.41,增强,22.20,会员,41.24,4665.45,3.10%,,增强,2.71,会员,-0.08%,会员,会员,8.60%,31.72,76.86
123071,天能转债,124.669,-0.08%,天能重工R,5.75,61.97%,AA-,-,26-10-21,-5.09%,1.16年,6.938,186.64,增强,5.23,会员,9.71,3928.84,4.52%,,增强,1.11,会员,0.88%,会员,会员,11.80%,7.47*,76.97
128136,立讯转债,125.400,0.48%,立讯精密R,42.95,64.22%,AA+,-,26-11-03,-10.70%,1.19年,29.989,189.62,增强,39.38,会员,73.13,17620.79,4.67%,,增强,4.32,会员,0.59%,会员,会员,1.00%,56.25,76.36
123080,海波转债,180.318,-0.50%,海波重科,12.45,64.82%,A+,-,26-12-02,-26.69%,1.27年,1.486,245.14,增强,7.97,会员,14.79,5760.44,21.45%,,增强,2.35,会员,-3.86%,会员,会员,9.60%,11.38,109.40
110086,精工转债,118.802,0.36%,精工钢构R,3.45,64.93%,AA,-,28-04-22,-1.14%,2.66年,19.999,183.73,增强,3.35,会员,6.23,8480.78,3.55%,,增强,0.76,会员,0.88%,会员,会员,29.10%,4.79,72.03
111009,盛泰转债,123.452,-0.06%,盛泰集团,7.88,65.44%,AA,-,28-11-07,-2.43%,3.21年,7.011,188.89,增强,7.39,会员,13.73,2843.49,3.27%,,增强,1.70,会员,-1.38%,会员,会员,16.00%,10.56,74.62
113682,益丰转债,124.534,-0.61%,益丰药房R,24.11,66.00%,AA,-,30-03-04,-1.82%,4.53年,17.968,190.53,增强,22.50,会员,41.78,9147.14,4.06%,,增强,2.62,会员,-1.75%,会员,会员,6.10%,32.14,75.02
128138,侨银转债,134.300,0.38%,侨银股份,14.35,67.52%,A+,-,26-11-17,-1.11%,1.23年,4.199,201.82,增强,12.53,会员,23.27,2602.38,4.61%,,增强,2.35,会员,0.21%,会员,会员,13.10%,17.90*,80.17
127030,盛虹转债,121.800,-0.57%,东方盛虹R,9.60,67.61%,AA+,-,27-03-22,-6.45%,1.57年,49.975,189.41,增强,9.25,会员,17.17,25412.70,4.16%,,增强,1.83,会员,1.16%,会员,会员,7.90%,13.21,72.67
127085,韵达转债,123.517,-0.03%,韵达股份R,8.61,68.28%,AA+,-,29-04-11,-2.73%,3.63年,24.499,191.80,增强,8.21,会员,15.25,7851.31,2.58%,,增强,1.20,会员,-0.58%,会员,会员,10.10%,11.73,73.40
111014,李子转债,125.054,0.24%,李子园,13.81,68.51%,AA,-,29-06-20,-1.91%,3.82年,5.999,193.56,增强,13.03,会员,24.19,7418.30,9.87%,,增强,3.00,会员,2.30%,会员,会员,11.10%,18.61,74.21
127022,恒逸转债,117.728,-0.42%,恒逸石化R,6.38,68.66%,AA+,-,26-10-16,-8.52%,1.14年,19.998,186.39,增强,6.40,会员,11.88,5797.97,2.45%,,增强,0.94,会员,0.47%,会员,会员,8.70%,9.14*,69.80
127090,兴瑞转债,126.594,-0.31%,兴瑞科技R,19.20,68.79%,AA-,-,29-07-24,-1.74%,3.92年,4.616,195.38,增强,17.92,会员,33.28,2891.77,4.93%,,增强,3.48,会员,-0.62%,会员,会员,8.10%,25.60,75.00
111001,山玻转债,128.919,0.07%,山东玻纤,8.43,69.30%,AA-,-,27-11-08,-3.89%,2.21年,5.998,198.22,增强,7.75,会员,14.39,3656.65,4.71%,,增强,1.94,会员,-0.59%,会员,会员,11.90%,11.07,76.15
118015,芯海转债,128.707,0.48%,芯海科技R,42.16,69.96%,A+,-,28-07-21,-2.65%,2.91年,4.100,198.67,增强,38.97,会员,72.37,2476.99,4.69%,,增强,8.14,会员,-0.52%,会员,会员,6.80%,55.67,75.73
113653,永22转债,126.833,0.57%,永冠新材R,16.63,70.09%,AA-,-,28-07-28,-2.19%,2.93年,7.700,196.92,增强,15.61,会员,28.99,3218.81,3.29%,,增强,1.23,会员,-0.12%,会员,会员,24.20%,22.30*,74.57
127073,天赐转债,125.450,0.55%,天赐材料R,20.95,70.66%,AA,-,27-09-23,-5.67%,2.08年,34.101,196.11,增强,19.95,会员,37.05,10054.59,2.34%,,增强,3.07,会员,2.65%,会员,会员,11.80%,28.50*,73.51
113627,太平转债,121.000,1.22%,太平鸟R,14.77,71.05%,AA,-,27-07-15,-4.14%,1.89年,7.998,192.05,增强,14.62,会员,27.14,7343.24,7.65%,,增强,1.58,会员,-0.14%,会员,会员,11.50%,20.88*,70.74
113679,芯能转债,122.245,-0.33%,芯能科技R,9.01,72.98%,AA-,-,29-10-26,-0.45%,4.17年,8.799,195.23,增强,8.93,会员,16.58,3850.60,3.57%,,增强,1.99,会员,2.04%,会员,会员,19.50%,12.75,70.67
123108,乐普转2,128.526,2.02%,乐普医疗R,20.62,73.22%,AA+,-,26-03-30,-27.25%,0.59年,16.377,201.75,增强,19.45,会员,36.13,22749.13,10.78%,,增强,2.48,会员,13.55%,会员,会员,4.90%,27.79,74.20
123165,回天转债,124.899,0.73%,回天新材R,10.90,74.17%,AA-,-,28-10-27,-1.41%,3.17年,8.498,199.07,增强,10.64,会员,19.76,5116.60,4.81%,,增强,2.12,会员,-0.91%,会员,会员,14.30%,15.20,71.71
127068,顺博转债,119.610,-0.53%,顺博合金,7.72,74.61%,AA-,-,28-08-12,-2.35%,2.97年,8.300,194.22,增强,7.89,会员,14.65,5402.82,5.41%,,增强,1.58,会员,0.13%,会员,会员,25.80%,11.27*,68.50
113671,武进转债,125.783,0.62%,武进不锈,5.71,74.67%,AA,-,29-07-10,-2.48%,3.88年,3.099,200.45,增强,5.55,会员,10.31,1921.08,4.92%,,增强,1.22,会员,1.42%,会员,会员,9.70%,7.93,72.01
118033,华特转债,125.975,-0.17%,华特气体R,59.66,74.67%,AA-,-,29-03-21,-1.50%,3.57年,6.459,200.65,增强,57.90,会员,107.54,5692.58,6.97%,,增强,3.60,会员,-1.53%,会员,会员,9.00%,82.72,72.12
113652,伟22转债,124.340,-0.16%,伟明环保R,19.37,75.05%,AA,-,28-07-22,-3.19%,2.91年,14.768,199.39,增强,19.09,会员,35.45,3118.77,1.69%,,增强,2.36,会员,-0.26%,会员,会员,4.50%,27.27*,71.03
127098,欧晶转债,124.449,0.01%,欧晶科技,29.63,76.40%,AA-,-,29-11-24,-1.57%,4.25年,4.693,200.85,增强,29.40,会员,54.60,3435.99,5.86%,,增强,5.38,会员,-0.57%,会员,会员,18.90%,42.00*,70.55
127062,垒知转债,127.026,0.00%,垒知集团,5.45,76.89%,AA-,-,28-04-21,-2.62%,2.66年,3.959,203.92,增强,5.31,会员,9.87,2584.56,5.12%,,增强,1.04,会员,0.00%,会员,会员,12.50%,7.59,71.81
123124,晶瑞转2,125.100,-0.32%,晶瑞电材R,11.80,77.05%,A+,-,27-08-16,-6.88%,1.98年,5.226,202.15,增强,11.69,会员,21.71,3755.83,5.72%,,增强,4.89,会员,-0.34%,会员,会员,4.40%,16.70,70.66
113636,甬金转债,122.200,-0.17%,甬金股份R,18.50,78.60%,AA-,-,27-12-13,-1.17%,2.30年,9.995,200.80,增强,18.93,会员,35.15,7434.05,6.08%,,增强,1.16,会员,0.71%,会员,会员,14.80%,27.04*,68.42
123151,康医转债,122.698,0.61%,康泰医学R,18.68,80.97%,A+,-,28-07-01,-1.00%,2.85年,6.998,203.67,增强,19.29,会员,35.82,2550.74,2.96%,,增强,4.00,会员,2.36%,会员,会员,14.80%,27.55,67.80
110087,天业转债,125.870,-0.70%,新疆天业R,4.70,81.58%,AA+,-,28-06-23,-4.32%,2.83年,29.999,207.45,增强,4.75,会员,8.81,8270.32,2.18%,,增强,0.86,会员,2.17%,会员,会员,37.40%,6.78,69.32
128121,宏川转债,119.400,-0.02%,宏川智慧R,12.15,82.40%,AA-,-,26-07-17,-10.72%,0.89年,6.520,201.80,增强,12.99,会员,24.13,1563.62,2.00%,,增强,2.11,会员,-0.57%,会员,会员,12.40%,18.56,65.46
113049,长汽转债,120.658,0.02%,长城汽车R,25.66,84.13%,AAA,-,27-06-10,-5.81%,1.79年,34.951,204.79,增强,27.41,会员,50.91,17808.65,4.23%,,增强,2.65,会员,-0.74%,会员,会员,2.20%,39.16,65.53
110076,华海转债,128.150,0.72%,华海药业R,22.71,86.56%,AA,-,26-11-02,-10.98%,1.19年,18.424,214.71,增强,23.14,会员,42.98,5516.39,2.33%,,增强,3.48,会员,0.80%,会员,会员,5.60%,33.06,68.69
127080,声迅转债,128.454,0.42%,*ST声迅,19.58,89.85%,A,-,28-12-30,-2.03%,3.35年,2.794,218.30,增强,20.26,会员,37.62,1792.36,5.00%,,增强,2.28,会员,-2.20%,会员,会员,20.80%,28.94,67.66
128108,蓝帆转债,109.402,0.00%,蓝帆医疗R,6.53,92.68%,AA-,-,26-05-28,-1.70%,0.76年,15.205,202.08,增强,8.05,会员,14.95,6455.45,3.87%,,增强,0.79,会员,1.56%,会员,会员,23.30%,11.50***,56.78
127067,恒逸转2,119.108,-0.13%,恒逸石化R,6.38,93.61%,AA+,-,28-07-21,-2.04%,2.91年,29.996,212.72,增强,7.26,会员,13.48,7099.51,1.98%,,增强,0.94,会员,0.47%,会员,会员,13.10%,10.37,61.52
127044,蒙娜转债,124.523,1.73%,蒙娜丽莎,12.72,93.84%,AA-,-,27-08-16,-4.49%,1.98年,3.371,218.36,增强,13.86,会员,25.74,7613.92,18.06%,,增强,1.61,会员,10.03%,会员,会员,12.10%,19.80*,64.24
118000,嘉元转债,129.555,1.64%,嘉元科技R,27.62,96.44%,A+,-,27-02-23,-6.41%,1.50年,9.784,226.00,增强,29.32,会员,54.44,8801.79,6.95%,,增强,1.71,会员,6.56%,会员,会员,8.30%,41.88*,65.95
128119,龙大转债,117.090,-0.12%,龙大美食R,5.51,97.62%,A+,-,26-07-13,-2.02%,0.88年,9.460,214.71,增强,6.51,会员,12.09,4376.46,3.94%,,增强,3.94,会员,0.36%,会员,会员,15.90%,9.30,59.25
123117,健帆转债,124.329,-0.85%,健帆生物R,24.13,99.15%,AA,-,27-06-23,-5.70%,1.83年,9.998,223.48,增强,27.06,会员,50.25,3892.84,3.10%,,增强,6.14,会员,1.73%,会员,会员,8.10%,38.65**,62.43
127056,中特转债,117.216,0.49%,中信特钢R,13.18,99.48%,AAA,-,28-02-25,-2.94%,2.50年,49.996,216.70,增强,15.70,会员,29.16,9649.76,1.64%,,增强,1.60,会员,2.97%,会员,会员,7.50%,22.43,58.76
113638,台21转债,122.599,0.03%,台华新材R,9.92,100.10%,AA,-,27-12-29,-2.63%,2.35年,5.997,222.70,增强,11.33,会员,21.05,2581.43,3.50%,,增强,1.70,会员,-0.10%,会员,会员,6.80%,16.19,61.27
123122,富瀚转债,122.100,-0.16%,富瀚微R,55.88,100.36%,A+,-,27-08-06,-2.19%,1.95年,5.803,222.46,增强,64.18,会员,119.20,3673.56,5.15%,,增强,4.69,会员,-0.73%,会员,会员,4.70%,91.69,60.94
110085,通22转债,124.919,-0.52%,通威股份R,21.57,100.38%,AAA,-,28-02-24,-4.24%,2.50年,119.832,225.30,增强,24.22,会员,44.98,22225.93,1.48%,,增强,2.10,会员,2.57%,会员,会员,12.30%,34.60,62.34
123090,三诺转债,124.042,0.34%,三诺生物R,21.26,101.07%,AA,-,26-12-21,-6.38%,1.32年,4.984,225.11,增强,24.12,会员,44.80,1933.97,3.12%,,增强,3.47,会员,0.71%,会员,会员,5.20%,34.46,61.69
123104,卫宁转债,127.650,-0.03%,卫宁健康R,10.88,103.10%,AA,-,27-03-16,-3.00%,1.56年,9.699,230.75,增强,12.12,会员,22.50,5940.18,4.78%,,增强,3.92,会员,-0.37%,会员,会员,4.70%,17.31,62.85
113660,寿22转债,124.591,0.13%,寿仙谷,22.48,104.18%,AA-,-,28-11-17,-2.10%,3.23年,3.977,228.77,增强,25.79,会员,47.89,1331.28,2.68%,,增强,1.89,会员,-0.75%,会员,会员,8.90%,36.84,61.02
127046,百润转债,125.363,0.29%,百润股份R,28.56,104.81%,AA,-,27-09-29,-4.81%,2.10年,11.275,230.17,增强,32.66,会员,60.66,15010.31,10.61%,,增强,6.19,会员,1.03%,会员,会员,5.50%,46.66,61.21
128134,鸿路转债,120.200,-1.07%,鸿路钢构R,18.10,113.05%,AA,-,26-10-09,-6.35%,1.12年,15.727,233.25,增强,22.46,会员,41.70,5918.78,3.12%,,增强,1.30,会员,-1.84%,会员,会员,17.50%,32.08,56.42
123144,裕兴转债,120.914,-0.25%,裕兴股份,6.85,120.49%,A+,-,28-04-11,-0.78%,2.63年,5.997,241.40,增强,8.74,会员,16.24,3814.77,5.25%,,增强,1.17,会员,-0.58%,会员,会员,27.20%,12.49,54.84
113670,金23转债,120.254,0.34%,金牌家居,20.52,120.57%,AA,-,29-04-17,-0.22%,3.65年,7.700,240.82,增强,26.35,会员,48.93,4528.50,4.88%,,增强,1.11,会员,-0.10%,会员,会员,24.30%,37.64,54.52
118018,瑞科转债,122.208,-0.36%,瑞华泰R,17.01,122.08%,A,-,28-08-18,-2.54%,2.98年,4.300,244.29,增强,21.64,会员,40.18,1759.55,3.33%,,增强,3.32,会员,-2.80%,会员,会员,14.00%,30.91,55.03
123109,昌红转债,126.376,0.54%,昌红科技R,15.12,123.32%,AA-,-,27-04-01,-4.51%,1.60年,4.595,249.70,增强,18.70,会员,34.74,4740.51,8.15%,,增强,5.02,会员,-0.92%,会员,会员,8.20%,26.72,56.59
113633,科沃转债,124.067,1.62%,科沃斯R,96.29,125.29%,AA,-,27-11-30,-4.00%,2.27年,10.396,249.36,增强,122.40,会员,227.31,8131.09,6.31%,,增强,6.88,会员,5.82%,会员,会员,1.90%,174.85,55.07
123180,浙矿转债,123.956,0.20%,浙矿股份,25.39,133.79%,AA-,-,29-03-09,-1.10%,3.54年,3.199,257.75,增强,33.52,会员,62.26,1341.13,3.38%,,增强,1.79,会员,-0.63%,会员,会员,18.30%,47.89,53.02
113579,健友转债,115.531,0.34%,健友股份R,11.72,139.94%,AA,-,26-04-23,-8.60%,0.66年,5.025,255.47,增强,17.04,会员,31.64,2817.25,4.84%,,增强,2.88,会员,0.69%,会员,会员,2.70%,24.34,48.15
118005,天奈转债,121.334,0.12%,天奈科技R,49.39,143.50%,AA-,-,28-01-27,-2.84%,2.42年,8.299,264.83,增强,69.38,会员,128.84,3292.03,3.26%,,增强,6.15,会员,0.90%,会员,会员,4.90%,99.11,49.83
113650,博22转债,120.948,-0.09%,苏博特R,11.20,147.29%,AA-,-,28-07-01,-0.73%,2.85年,7.996,268.24,增强,16.03,会员,29.77,2917.46,3.01%,,增强,1.12,会员,-0.27%,会员,会员,17.00%,22.90,48.91
118032,建龙转债,122.432,0.38%,建龙微纳R,35.10,150.12%,AA-,-,29-03-08,-0.70%,3.54年,6.999,272.55,增强,50.20,会员,93.22,3156.13,3.68%,,增强,1.93,会员,3.72%,会员,会员,19.90%,71.71,48.95
123179,立高转债,121.904,0.28%,立高食品R,46.29,151.04%,AA-,-,29-03-07,-0.55%,3.53年,9.500,272.94,增强,66.73,会员,123.93,2744.34,2.36%,,增强,3.00,会员,3.70%,会员,会员,17.60%,95.33,48.56
118042,奥维转债,120.700,-0.16%,奥特维R,39.96,156.37%,AA-,-,29-08-10,-0.30%,3.96年,11.400,277.07,增强,59.42,会员,110.34,3254.22,2.36%,,增强,3.01,会员,-1.62%,会员,会员,9.80%,84.88,47.08
113624,正川转债,125.964,0.02%,正川股份,22.09,161.01%,A+,-,27-04-28,-4.17%,1.67年,4.048,286.97,增强,32.04,会员,59.50,2037.98,3.99%,,增强,2.71,会员,-0.67%,会员,会员,12.10%,45.77,48.26
123154,火星转债,120.393,0.25%,火星人R,14.78,168.37%,AA-,-,28-08-05,-0.54%,2.95年,5.289,288.76,增强,23.07,会员,42.84,2334.40,3.66%,,增强,4.41,会员,2.28%,会员,会员,12.20%,32.95,44.86
118034,晶能转债,118.052,-0.36%,晶科能源R,5.73,177.70%,AA+,-,29-04-20,-1.48%,3.65年,99.999,295.75,增强,9.44,会员,16.18120%,23217.02,1.96%,,增强,1.86,会员,0.70%,会员,会员,17.40%,13.48,42.51
118022,锂科转债,115.200,0.10%,五矿新能R,6.39,179.95%,AA,-,28-10-11,-0.26%,3.13年,32.497,295.15,增强,10.87,会员,20.19,19414.77,5.16%,,增强,1.77,会员,5.97%,会员,会员,26.40%,15.53,41.15
127025,冀东转债,111.000,0.60%,冀东水泥R,5.15,180.44%,AAA,-,26-11-05,-2.68%,1.20年,17.764,291.44,增强,9.11,会员,16.91,6337.47,3.21%,,增强,0.51,会员,1.38%,会员,会员,13.10%,13.01,39.58
113655,欧22转债,133.954,4.14%,欧派家居R,55.91,183.86%,AA,-,28-08-05,-5.03%,2.95年,19.999,317.81,增强,82.94,会员,154.02,43309.93,16.18%,,增强,1.76,会员,3.15%,会员,会员,5.90%,118.48*,47.19
128135,洽洽转债,118.892,-0.09%,洽洽食品R,23.33,185.04%,AA,-,26-10-20,-1.55%,1.15年,13.398,303.93,增强,39.15,会员,72.71,4375.85,2.74%,,增强,2.27,会员,-0.17%,会员,会员,11.40%,55.93,41.71
113059,福莱转债,119.009,0.14%,福莱特R,17.04,191.33%,AA,-,28-05-20,-1.17%,2.74年,39.999,310.34,增强,29.20,会员,54.22,11794.77,2.48%,,增强,1.84,会员,1.19%,会员,会员,12.40%,41.71,40.85
123072,乐歌转债,134.680,-0.10%,乐歌股份,15.14,192.78%,A+,-,26-10-21,-7.41%,1.16年,1.418,327.46,增强,23.04,会员,42.78,1459.82,7.63%,,增强,1.40,会员,-0.59%,会员,会员,2.90%,32.91,46.00
118010,洁特转债,119.619,0.37%,洁特生物R,19.56,193.26%,A+,-,28-06-28,-1.92%,2.84年,4.399,312.88,增强,33.57,会员,62.34,2437.19,4.63%,,增强,2.28,会员,0.36%,会员,会员,16.00%,47.95,40.79
128124,科华转债,116.222,-1.88%,科华生物,7.34,226.83%,A+,-,26-07-28,-9.56%,0.92年,2.250,343.05,增强,14.45,会员,26.83,5663.36,21.59%,,增强,1.14,会员,-0.14%,会员,会员,6.00%,20.64,35.56
123065,宝莱转债,132.092,-0.08%,宝莱特,9.48,234.66%,AA-,-,26-09-04,-11.00%,1.03年,2.188,366.75,增强,16.81,会员,31.23,1674.38,5.79%,,增强,2.05,会员,0.32%,会员,会员,10.90%,24.02,39.47
